name,price,grasa,calorias,kJ,sal,carbohidratos,proteinas
Zumo waikiki Sunny Delight botella 33 cl.,"0,99 €",0.0 g,10 Kcal,43 KJ,0.10 g,1.9 g,0.0 g
Leche desnatada con calcio Carrefour brik 1 l.,"0,94 €",0.4 g,38 Kcal,163 KJ,0.13 g,4.8 g,3.9 g
Coliflor ecológico Carrefour Bio 600 g.,"2,85 €",0.9 g,31 Kcal,131 KJ,0 g,2.1 g,2.9 g
Tarrito de ternera con verduras desde 6 meses ecológico Smileat sin gluten 230 g.,"2,89 €",2.4 g,55.1 Kcal,230.2 KJ,0.065 g,3.8 g,3.68 g
Cacao soluble con frutas y cereales Cola Cao Complet 750 g.,"8,09 €",3 g,377 Kcal,1596 KJ,0.31 g,80 g,5 g
Pimiento del piquillo relleno de bacalao congelados Carrefour 400 g,"3,99 €",5.1 g,108 Kcal,452 KJ,1.9 g,10.4 g,5.1 g
Hummus de trufa con aceite de oliva virgen extra Shukran sin gluten sin lactosa 200 g.,"2,45 €",12.3 g,198 Kcal,827 KJ,,14.5 g,7.4 g
Huevo de chocolate con sorpresa Kinder Sorpresa Maxi sin gluten 100 g.,"5,99 €",36.2 g,579 Kcal,2413 KJ,0.305 g,53.9 g,8.8 g
Tomate frito ecológico Pedro Luis sin gluten tarro 660 g.,"3,49 €",4.7 g,67.5 Kcal,282.1 KJ,0.5 g,5.4 g,0.9 g
Quinoa blanca La Cochura 500 g.,"3,15 €",6.1 g,389.0 Kcal,1643.0 KJ,,66.1 g,14.0 g
Yogur sabor vainilla y azahar Saha 420 g.,"2,99 €",3.4 g,57.0 Kcal,238.5 KJ,0.1 g,4.6 g,3.2 g
Leche infantil para lactantes desde el primer día en polvo Almirón Advance 1 sin aceite de palma lata 400 g.,"11,75 €",24.6 g,482.0 Kcal,2016.0 KJ,,53.5 g,9.7 g
Leche desnatada ecológica Carrefour Bio brik 1 l.,"1,23 €",0.5 g,37 Kcal,155 KJ,0.13 g,4.8 g,3.2 g
Palomitas al punto de sal ecológicas Popitas sin gluten pack de 3 unidades de 80 g.,"2,99 €",16 g,399 Kcal,1674 KJ,1.8 g,52 g,9 g
Postre lácteo de plátano desde 6 meses Nestlé Yogolino sin aceite de palma pack de 4 unidades de 100 g.,"2,95 €",3.2 g,92 Kcal,388 KJ,0.088 g,12.5 g,3.1 g
Cereales variados Kellogg's pack de 8 unidades de 25 g.,"5,29 €",1.6 g,382 Kcal,1618 KJ,0.64 g,83 g,6.7 g
Maravilla Carrefour 500 g.,"0,73 €",2 g,344 Kcal,1458 KJ,0.03 g,68 g,12 g
Cola Carrefour Classic' zero lata 33 cl.,"0,32 €",,0 Kcal,1 KJ,0.02 g,0.5 g,
"Leche desnatada Carrefour botella 1,5 l.","1,31 €",0.5 g,35 Kcal,147 KJ,0.13 g,4.8 g,3.2 g
Galletas integrales de avena Digestive Carrefour 425 g.,"1,15 €",21 g,477 Kcal,1996 KJ,1.1 g,61 g,7.5 g
"Barritas de fruta y frutos secos con limón nakd sin gluten, sin lactosa y sin azúcar añadido 140 g.","3,45 €",15.5 g,381.0 Kcal,1599.0 KJ,0.02 g,51.8 g,6.1 g
Pan Tramezzino Roberto 250 g.,"3,59 €",3.5 g,251 Kcal,1061 KJ,1.3 g,46 g,7.7 g
Muffins chocolate Carrefour No Gluten sin gluten 90 g.,"1,10 €",24.0 g,425.0 Kcal,1774.0 KJ,,44.8 g,5.5 g
Longaniza Roja Carrefour 500 g aprox,"3,27 €",15.36 g,196.4 Kcal,813.9 KJ,1.93 g,0.8 g,11.87 g
"Bolsita de naranja, plátano, pera y galleta desde 12 meses sin azúcar añadido Hero Mi Fruta pack 4 unidades de 100 g.","4,65 €",0.3 g,66 Kcal,281 KJ,0.01 g,13.8 g,1.3 g
Salsa mexicana verde La Costeña lata 220 g.,"2,05 €",1 g,29 Kcal,122 KJ,1.49 g,4 g,1 g
Harina especial para rebozar sin huevo Original Carrefour 1 kg.,"1,65 €",1.2 g,357.0 Kcal,1512.0 KJ,0.88 g,75.0 g,9.0 g
Muesli crujiente sin azúcar añadido Carrefour Sensation 500 g.,"2,19 €",15 g,422 Kcal,1766 KJ,0.08 g,67 g,7.5 g
Berberechos al natural Dani sin gluten 110 g.,"3,89 €",1 g,65 Kcal,270 KJ,1.5 g,0 g,14 g
Atún claro en aceite de oliva Calvo pack de 6 latas de 52 g.,"7,65 €",20 g,265 Kcal,1099 KJ,1 g,0 g,20 g
Hummus de remolacha Shukran sin gluten y sin lactosa 200 g.,"2,55 €",23.1 g,288.0 Kcal,1193.0 KJ,0.75 g,12.5 g,5.9 g
Galletas barquillo rellenas de crema sabor nata Artinata Original Artiach 210 g.,"2,85 €",25 g,513 Kcal,2149 KJ,0.33 g,68 g,3 g
Rúcula Carrefour EL Mercado 50 g,"0,75 €",0.6 g,21 Kcal,89 KJ,0.4 g,0.2 g,3 g
Aceite de oliva virgen extra ecológico Carrefour Bio 500 ml.,"8,15 €",92.0 g,825.0 Kcal,3389.0 KJ,0.0 g,0.0 g,0.0 g
Filetes de anchoa del Cantábrico en aceite de oliva virgen extra ecológico Cuca sin gluten y sin lactosa 29 g.,"5,59 €",9.7 g,210 Kcal,878 KJ,9.3 g,0 g,29 g
Chocolate negro 80% cacao Carrefour Selección 80 g.,"1,13 €",51.0 g,622.0 Kcal,2575.0 KJ,,26.0 g,9.5 g
Cocktail de frutos secos Medina 300 g.,"5,65 €",53.3 g,627 Kcal,2590 KJ,0.75 g,8.3 g,22.3 g
Chocolate relleno de caramelo y almendras Milka 300 g.,"3,79 €",34 g,549 Kcal,2288 KJ,0.4 g,52 g,5.8 g
Dúo de Paella de Marisco y Croquetas con Jamón Ibérico Carrefour 330 g,"5,35 €",15.3 g,264 Kcal,1101 KJ,0.82 g,22 g,8.5 g
Tomate entero Cidacos 480 g.,"2,95 €",0.1 g,26 Kcal,110 KJ,0.5 g,5.1 g,0.8 g
"Bolsita de pera, manzana y plátano desde 4 meses ecológica Gerber sin gluten y sin azúcar añadido 90 g.","1,51 €",0.1 g,64 Kcal,270 KJ,0.00 g,14.0 g,0.6 g
Salchichas vegetales frankfurt ecológicas Carrefour Bio 230 g.,"4,35 €",20.0 g,297.0 Kcal,1234.0 KJ,1.2 g,8.8 g,19.0 g
Café latte light Kaiku sin gluten sin lactosa 230 ml.,"1,81 €",0.6 g,34 Kcal,144 KJ,0.08 g,4.3 g,2.9 g
Copos de cereales con chocolate Carrefour Bio 375 g.,"2,45 €",3.4 g,379 Kcal,1603 KJ,0.22 g,74 g,9.3 g
Salteado verdura campestres Carrefour 600 g.,"1,55 €",2.9 g,56 Kcal,233 KJ,0.07 g,4.6 g,1.4 g
Tabla de quesos del mundo Carrefour 300 g,"8,29 €",32 g,389 Kcal,1606 KJ,1.84 g,0.76 g,22 g
Bebida de fruta piña sin azúcar añadido Juver pack de 6 briks de 20 cl.,"3,25 €",0.1 g,27 Kcal,113 KJ,0.025 g,6.2 g,0.1 g
Queso Scamorza Ahumada Auricchio 250 g,"5,65 €",23.5 g,296 Kcal,1227 KJ,1.4 g,0.5 g,20.5 g
Yogur sabor vainilla Danone pack 4 unidades 120 g.,"0,99 €",2.2 g,72.0 Kcal,300.0 KJ,0.11 g,10.0 g,3.0 g
Yogur natural de cabra Carrefour Original pack de 2 unidades de 115 g.,"1,84 €",4.1 g,78.0 Kcal,325.0 KJ,0.11 g,5.4 g,4.8 g
Bolitas de maíz sabor queso Sensation Carrefour sin aceite de palma 90 g.,"1,13 €",27 g,515 Kcal,2154 KJ,1.3 g,61 g,6 g
Pasta tagliatelle al nero di sepia Gallo 250 g.,"2,15 €",1.2 g,359 Kcal,1521 KJ,0.33 g,73 g,12.5 g
Aceite de oliva virgen extra sabor ajo Maeva spray 200 ml.,"3,89 €",92 g,824 Kcal,3448 KJ,,,
Tigretón Bimbo 3 ud.,"2,45 €",13 g,367 Kcal,1543 KJ,0.63 g,56 g,4.5 g
Pan de molde sin corteza Bimbo 450 g.,"2,69 €",2.6 g,229 Kcal,968 KJ,0.91 g,41 g,9.3 g
Harina acondicionada multicereales Gallo Nature 900 g.,"2,79 €",1.4 g,349 Kcal,1478 KJ,0.01 g,69 g,12.5 g
Galletas Oceanix Tosta-Rica 400 g.,"4,05 €",18 g,470 Kcal,1973 KJ,0.5 g,68 g,7 g
Crema de chocolate Carrefour Classic sin aceite de palma 400 g.,"2,45 €",38 g,562 Kcal,2340 KJ,0.11 g,49 g,4.3 g
Salsa con queso grana padano Gallo sin gluten tarro 350 g.,"2,79 €",2.7 g,67 Kcal,280 KJ,1 g,7.8 g,2.2 g
Sopa del pollo con cabello de ángel Knorr pack 3 unidades de 71 g.,"2,15 €",0.5 g,23 Kcal,99 KJ,0.8 g,4.5 g,0.8 g
Galletas Mini The Simpson Siro 275 g.,"3,25 €",17 g,472 Kcal,1974 KJ,0.92 g,73 g,5.7 g
Cereales crujientes con chocolate Muesli Carrefour 750 g.,"3,07 €",17.0 g,459.0 Kcal,1929.0 KJ,0.52 g,56.0 g,8.7 g
Tónica Fever-Tree Premium Indian botella 20 cl.,"1,73 €",0.0 g,30.0 Kcal,126.0 KJ,0.02 g,7.4 g,0.0 g
Berlina Fondant Donuts 204 g.,"2,99 €",25 g,435 Kcal,1816 KJ,0.30 g,46 g,5.4 g
Hojaldres de Astorga Dulma 240 g.,"1,90 €",15 g,409 Kcal,1718 KJ,0.52 g,63 g,3.3 g
Galletas rellenas de crema Oreo pack de 2 unidades de 154 g.,"2,35 €",20 g,476 Kcal,1997 KJ,0.73 g,68 g,5.3 g
"Coca Cola zero azúcar pack 2 botellas 1,25 l.","2,90 €",0 g,0.2 Kcal,0.9 KJ,0.02 g,0 g,0 g
Bebida Isotónica Vitamin Well Awake botella 50 cl.,"2,39 €",0 g,357 Kcal,71 KJ,0.025 g,4.2 g,0 g
Helado de vainilla y macadamia con salsa de caramelo Carrefour Sensation 900 ml.,"3,85 €",8.0 g,209 Kcal,878 KJ,0.17 g,31 g,2.7 g
Patatas fritas en aceite de oliva ecológicas Carrefour Bio 100 g.,"2,05 €",39 g,569 Kcal,2370 KJ,0.4 g,47 g,7.4 g
Filetes de anchoa en aceite de girasol Carrefour pack de 3 unidades de 29 g.,"2,09 €",11 g,213 Kcal,893 KJ,13 g,1 g,28 g
Aperitivo de patata sabor paprika Pringles 185 g.,"2,85 €",29 g,518 Kcal,2164 KJ,1.4 g,56 g,6.4 g
Mayonesa Ybarra sin gluten y sin lactosa envase 400 ml.,"1,80 €",66 g,616 Kcal,2533 KJ,1.4 g,3.3 g,0.8 g
Kéfir bífidus líquido sabor arándanos Danone Activia 320 g.,"2,15 €",3.1 g,71 Kcal,298 KJ,0.09 g,7.8 g,3.1 g
Cappuccino original Extra Carrefour 280 g.,"2,86 €",0.5 g,36 Kcal,152 KJ,0.07 g,6.1 g,1.5 g
Gelatina sabor frutos del bosque sin azúcar Royal sin gluten pack de 4 unidades de 90 g.,"1,95 €",0 g,10 Kcal,42 KJ,0.1 g,0.8 g,1.7 g
Queso de oveja Reserva 12 con miel y trufa García Baquero cuña de 200 g,"7,09 €",37 g,453 Kcal,1878 KJ,1.80 g,3.74 g,26.20 g
Chocolate crujiente Crunch Nestlé sin gluten 100 g.,"1,68 €",25.8 g,513 Kcal,2147 KJ,0.35 g,62.4 g,6.5 g
Conchas originales Codan 10 ud.,"2,65 €",28 g,485 Kcal,2025 KJ,0.71 g,54 g,4.3 g
Canasta,"7,85 €",0.0 g,164.0 Kcal,685.0 KJ,0.0 g,13.0 g,0.0 g
Caldo de pollo Avecrem Gallina Blanca sin gluten 48 pastillas,"5,39 €",9.4 g,182 Kcal,761 KJ,54.3 g,14 g,10 g
Monster Energy Ultra Paradise Bebida Energética lata 50 cl.,"1,79 €",0 g,3 Kcal,12 KJ,0.16 g,0.9 g,0 g
Jamón de York para Sándwich en lonchas El Pozo sin gluten 300 g,"1,99 €",3.5 g,123 Kcal,517 KJ,3 g,11 g,11.8 g
Salsa con setas Carrefour 140 g.,"1,47 €",10 g,130 Kcal,539 KJ,1.1 g,7 g,1.8 g
Menestra de verduras De Nuestra Tierra 400 g.,"6,45 €",0.5 g,31 Kcal,131 KJ,0.7 g,3.4 g,2 g
Achicoria exprés El Árbol 500 g.,"2,79 €",0.6 g,302.0 Kcal,1265.0 KJ,0.273 g,51.2 g,6.0 g
Ensalada milanesa de atún con vegetales Carrefour 157 g.,"1,37 €",12.0 g,162.0 Kcal,672.0 KJ,1.5 g,4.1 g,6.5 g
Pulpo crudo entero congelado Carrefour 1350 g.,"24,20 €",0.5 g,41 Kcal,173 KJ,2.4 g,0 g,9.5 g
Queso Fundido en Lonchas Carrefour 555 g.,"2,19 €",15 g,223 Kcal,929 KJ,3.5 g,10 g,12 g
Vino frizzante blanco joven Capel 75 cl.,"2,79 €",0.2 g,71 Kcal,297 KJ,0.01 g,3.2 g,0.1 g
"Limonada Don Simón exprimida botella 1,5 l.","1,13 €",0 g,23 Kcal,97 KJ,0.01 g,5.6 g,0.1 g
Cerveza Mahou Sin alcohol pack de 12 latas de 33 cl.,"8,28 €",0 g,25 Kcal,106 KJ,0 g,4.6 g,0.2 g
Burn Zero Raspberry Bebida Energética sin azúcar lata 50 cl.,"1,29 €",0 g,2.0 Kcal,9.0 KJ,0.13 g,0.7 g,0 g
Leche semidesnatada Pascual sin lactosa pack de 6 briks de 200 ml.,"3,25 €",1.6 g,46 Kcal,195 KJ,0.12 g,4.7 g,3.3 g
Mini Taquitos de Jamón Curado Sánchez Alcaraz sin gluten y sin lactosa 2x40 g,"0,99 €",12 g,232 Kcal,971 KJ,5 g,1 g,30 g
Cerveza Alhambra Reserva 1925 pack de 6 botellas de 33 cl.,"7,89 €",0 g,56 Kcal,233 KJ,0 g,44.0 g,4.0 g
Galleta de mantequilla Carrefour Classic No Gluten! sin gluten 130 g.,"2,19 €",14 g,455 Kcal,1918 KJ,1.2 g,79 g,3.8 g
Harina  para repostería Schär sin gluten 1 kg.,"5,45 €",0.2 g,347 Kcal,1474 KJ,0.01 g,82 g,3.6 g
Radiatori Garofalo 500 g.,"1,70 €",1 g,357 Kcal,1516 KJ,0.08 g,73 g,14 g
Chocolate con leche 45% cacao Milka 100 g.,"1,78 €",36 g,557 Kcal,2319 KJ,0.19 g,47 g,7.6 g
Pizza quattro formaggi grandissima Ristorante Dr. Oetker 560 g.,"5,49 €",9.3 g,234.0 Kcal,983.0 KJ,0.95 g,27.0 g,9.1 g
Peras en almíbar Ferba 480 g.,"2,25 €",0.5 g,65 Kcal,276 KJ,0.01 g,16 g,0.5 g
Bombones surtidos de chocolate Nestlé Caja Roja 100 g.,"3,79 €",32.4 g,546.0 Kcal,2277.0 KJ,0.18 g,55.1 g,7.3 g
Fuet original Navidul 150 g.,"3,10 €",36 g,444 Kcal,1842 KJ,4 g,3 g,27 g
Varitas de merluza empanadas congeladas Carrefour 400 g,"2,99 €",3 g,194 Kcal,822 KJ,1.4 g,30 g,12 g
Aperitivo de maíz Gusanitos Risi sin gluten 105 g.,"1,90 €",17.4 g,467.0 Kcal,1965.0 KJ,1.9 g,71.1 g,6.6 g
Pistachos cubiertos de chocolate con leche Lacasa sin gluten y sin aceite de palma doy pack 100 g.,"3,69 €",34.9 g,555 Kcal,2313 KJ,0.12 g,50.0 g,8.6 g
Crema de queso light Philadelphia 350 g.,"3,55 €",12 g,154 Kcal,637 KJ,1.1 g,4.4 g,5.9 g
Pan de molde blanco sin corteza Simpl 700 g.,"1,75 €",3 g,239 Kcal,1013 KJ,0.99 g,44 g,7.9 g
Barritas de chocolate con leche y crema de avellanas White Kinder Bueno 8 ud.,"6,89 €",35.9 g,571 Kcal,2380 KJ,0.33 g,53 g,8.5 g
Sardinillas en aceite de girasol picantes Classic Carrefour pack de 2 unidades de 65 g.,"1,65 €",29 g,338 Kcal,1401 KJ,1.13 g,0.7 g,18.6 g
Helado de vainilla caramelo Triple Lux Carte D'or 650 ml.,"5,75 €",7.5 g,224 Kcal,935 KJ,0.19 g,35 g,3.1 g
Postre lácteo de plátano desde 6 meses Nestlé Yogolino sin gluten y sin azúcar añadido 100 g.,"1,46 €",2.3 g,81 Kcal,340 KJ,0.06 g,12 g,2.6 g
Leche de fórmula anti-cólico y anti-estreñimiento desde los 6 meses en polvo Almirón Advance Digest 2 lata 800 g.,"27,30 €",21.3 g,464.0 Kcal,1946.0 KJ,0.5 g,55.1 g,11.1 g
Mousse desnatado de proteína chocolate sin azúcar añadido Danone Yopro 200 g.,"2,15 €",2.3 g,85 Kcal,354 KJ,0.25 g,5.4 g,10.0 g
L.Casei líquido sabor fresa-plátano y piña-coco Classic´Carrefour pack de 12 unidades de 100 g.,"2,40 €",1.4 g,65 Kcal,276 KJ,0.10 g,11 g,2.5 g
Patatas fritas con ligero toque de sal marina Tyrrell's sin gluten 150 g.,"3,95 €",29.0 g,522.0 Kcal,2179.0 KJ,0 g,56.0 g,7.0 g
Alubias con su sofrito Hoy Legumbres Litoral sin gluten 430 g.,"2,05 €",2.3 g,90 Kcal,378 KJ,0.61 g,9.1 g,5.3 g
Bolitas de leche malteada con chocolate con leche Maltesers 300 g.,"5,99 €",24.30 g,500.0 Kcal,2094.0 KJ,0.43 g,61.50 g,8.30 g
Nachos redondos clásicos Sensation Carrefour 200 g.,"1,20 €",24 g,486 Kcal,2035 KJ,0.97 g,61 g,5.1 g
cocido madrileño con bocaditos Hi Vegs! sin gluten 300 g.,"4,79 €",3.1 g,72.0 Kcal,300.0 KJ,0.5 g,6.0 g,4.2 g
Aros de maíz sabor barbacoa Chaskis Facundo sin gluten y sin aceite de palma 100 g.,"1,37 €",18.6 g,470.0 Kcal,1974.0 KJ,2.7 g,68.5 g,5.9 g
Crema sustitutiva de Vainilla y Caramelo biManán Línea pack de 2 unidades de 210 g.,"7,59 €",2.6 g,99 Kcal,417 KJ,0.25 g,12 g,6.4 g
Vinagre de vino blanco Ybarra 1 l.,"1,13 €",0 g,19.5 Kcal,81.5 KJ,0.1 g,0.03 g,0.01 g
Helado chunky monkey Ben & Jerry’s 465 ml.,"7,79 €",15 g,250 Kcal,1051 KJ,0.12 g,25 g,3.7 g
Calamar patagónico congelado 500 g,"6,30 €",1.4 g,92 Kcal,385 KJ,0.11 g,3.1 g,16 g
Pizza mediterránea Casa Tarradellas 410 g.,"3,29 €",7.9 g,234 Kcal,984 KJ,1.6 g,27.7 g,13 g
Palomitas saladas para microondas Carrefour pack de 3 unidades de 100 g.,"1,22 €",18.0 g,417.0 Kcal,1746.0 KJ,3.5 g,50.4 g,8.8 g
Filete de bacalao procedente de pesca sostenible al punto de sal ultracongelado Carrefour 400 g.,"5,49 €",1.5 g,62 Kcal,260 KJ,1.5 g,0 g,12 g
Bebida de almendras sin azúcar Almendrola sin gluten brik 1 l.,"2,09 €",2.2 g,24.0 Kcal,98.0 KJ,0.1 g,0.2 g,0.7 g
Galletas Tarallucci Mulino Bianco 350 g.,"3,75 €",16 g,462 Kcal,1942 KJ,0.675 g,71 g,7 g
Crema de cacahuete suave ecológica Whole Earth 227 g.,"4,95 €",48.1 g,606 Kcal,2513 KJ,0.9 g,12.1 g,31 g
Leche condensada desnatada Classic Carrefour 1040 g.,"4,75 €",0.5 g,281 Kcal,1192 KJ,0.24 g,61 g,8.9 g
Queso de vaca tierno alto contenido en proteínas Eatlean 350 g,"6,99 €",3 g,169 Kcal,715 KJ,2 g,0.1 g,37 g
Batido Milkybar Shake sin gluten 180 ml.,"1,49 €",3.4 g,95 Kcal,401 KJ,0.19 g,12.2 g,3.9 g
Sardinillas con tomate Carrefour pack de 2 unidades de 65 g.,"1,40 €",9.5 g,166 Kcal,693 KJ,1.5 g,1.8 g,18 g
Galletas de cereales con leche Belvita Fontaneda 300 g.,"2,65 €",14 g,443 Kcal,1863 KJ,0.22 g,68 g,8.1 g
Almejas blancas del norte al natural Dani 90 g.,"2,69 €",2.9 g,111 Kcal,468 KJ,1 g,4 g,17.2 g
Caramelos sabor café espresso sin azúcar Solano sin gluten 99 g.,"3,79 €",6.7 g,272.0 Kcal,1131.0 KJ,0 g,87.0 g,0.8 g
Queso Kiri natural 216 g.,"4,19 €",29.5 g,306.0 Kcal,1260.0 KJ,1.47 g,2.0 g,8.0 g
Pizza de champiñón con salsa boletus Vegalia Campofrío 360 g.,"3,49 €",9.4 g,252 Kcal,1060 KJ,1.5 g,33 g,8.9 g
Jamón Cocido Extra Estilo Sajonia Ecológico en lonchas Carrefour sin lactosa 100 g,"2,39 €",1.1 g,82 Kcal,345 KJ,1.4 g,0.9 g,17 g
Espárragos blancos de Navarra 6/10 Carrefour 205 g.,"4,59 €",0 g,14 Kcal,61 KJ,0.9 g,1.8 g,1.3 g
Tapioca Royal 175 g.,"2,09 €",0 g,360 Kcal,1530 KJ,0.02 g,90 g,0 g
Nestea té verde sabor maracuyá bajo en calorías lata 33 cl.,"1,08 €",0 g,20 Kcal,83 KJ,0.05 g,4.6 g,0 g
Bombón helado de vainilla con almendras Magnum sin gluten 6 ud.,"7,49 €",20 g,329 Kcal,1377 KJ,0.13 g,31 g,4.8 g
Aperitivo de maíz crujiente sabor queso Carrefour 90 g.,"0,84 €",29.0 g,513.0 Kcal,2141.0 KJ,1.7 g,58.0 g,4.8 g
"Crema de calabacín, espinacas y guisantes Knorr Ligeresa 500 ml.","2,59 €",0.5 g,20 Kcal,83 KJ,0.67 g,3.4 g,0.7 g
Café molido natural ecológico Saula 250 g.,"9,55 €",1 g,12 Kcal,54.24 KJ,0.01 g,3.1 g,5 g
Queso de mezcla curado mini Carrefour pieza de 840 g,"9,25 €",33 g,406 Kcal,1682 KJ,2 g,2 g,25 g
Tarrito de zanahorias con arroz en caldito de pollo desde 6 meses Hero Baby sin gluten 235 g.,"1,70 €",1.8 g,61 Kcal,256 KJ,0.06 g,8.2 g,2.4 g
Caldo de pollo ecológico Carrefour sin gluten 1 l.,"2,25 €",0.3 g,7 Kcal,28 KJ,0.67 g,0.5 g,0.5 g
Bebida de zumo de frutas y avena Via Nature botella 75 cl.,"2,49 €",1.4 g,66.0 Kcal,274.0 KJ,0 g,12.0 g,0.9 g
Mantequilla sin sal Lurpak 200 g.,"3,99 €",78 g,706 Kcal,2904 KJ,0.01 g,0.6 g,0.5 g
Leche fermentada desnatada sabor fresa Danone Vitalinea Densia pack de 4 unidades de 120 g.,"2,25 €",0.1 g,62.0 Kcal,265.0 KJ,0.2 g,10.0 g,4.6 g
Yogur sabores Carrefour Classic´ sin gluten pack de 16 unidades de 125 g.,"2,59 €",1.9 g,75 Kcal,315 KJ,0.11 g,11.4 g,3 g
Sirope de chocolate con edulcorantes Zero Prozis 355 g.,"3,15 €",0.60 g,41.20 Kcal,172 KJ,0.43 g,6.50 g,1.40 g
Cookies con pepitas de chocolate Carrefour 225 g.,"1,15 €",24 g,494 Kcal,2068 KJ,0.53 g,62 g,5.5 g
Queso fresco sin sal Burgo de Arias pack de 3 unidades de 72 g.,"3,15 €",5.0 g,103.0 Kcal,431.0 KJ,0 g,4.0 g,11.0 g
Bebida de arroz con coco sin azúcar añadido Sesatioin Carrefour sin gluten Brik 1 l.,"1,50 €",1.6 g,57 Kcal,239 KJ,0.1 g,11 g,0 g
Chocolate a la taza en polvo Valor sin gluten 1 kg.,"6,25 €",2.6 g,382 Kcal,1616 KJ,0.01 g,80 g,5.6 g
Pizza vegana margherita pomodori Ristorante 340 g,"3,89 €",11 g,227 Kcal,952 KJ,1 g,27 g,3.9 g
Mejillones en escabeche Javimar 81 g.,"6,69 €",13.1 g,208 Kcal,869 KJ,0.7 g,2.7 g,19.9 g
Arroz con leche Carrefour sin gluten 140 g.,"1,31 €",2.7 g,137.0 Kcal,579.0 KJ,0.1 g,26.0 g,2.2 g
Yogur de proteínas desnatado natural Danone Yopro sin azúcar añadido pack de 2 unidades de 160 g.,"2,79 €",0.1 g,56 Kcal,233 KJ,0.27 g,3.4 g,10.3 g
Sardinas en aceite de girasol Carrefour 535 g.,"6,89 €",28 g,333 Kcal,1381 KJ,0.75 g,1.1 g,19 g
Queso rulo de cabra natural García Baquero 100 g.,"2,25 €",26 g,296 Kcal,1227 KJ,1.2 g,1.6 g,14 g
Café latte de vainilla Kaiku sin gluten 230 ml.,"1,81 €",2.1 g,67 Kcal,283 KJ,0.08 g,9.2 g,2.8 g
Kétchup Prima sin gluten pack de 12 sobres de 10 g.,"2,25 €",0 g,82 Kcal,344 KJ,2 g,19 g,14 g
"Cacao soluble instantáneo Nestlé Nesquik sin gluten 2,7 kg.","11,99 €",3.6 g,386 Kcal,1634 KJ,0.41 g,78.9 g,5.1 g
"Bolsita de plátano, fresa y manzana Hero Mi Fruta sin gluten y sin azúcar añadido pack 4 unidades de 100 g.","4,65 €",0.10 g,63 Kcal,266 KJ,0.03 g,14.0 g,0.8 g
Monster Energy Khaotic Bebida Energética lata 50 cl.,"1,79 €",0 g,34.0 Kcal,146.0 KJ,0.06 g,8.6 g,0 g
Schweppes citrus lata 33 cl.,"0,95 €",0.0 g,19 Kcal,81 KJ,0.01 g,4.5 g,0.0 g
Bífidus desnatado natural edulcorado sin azúcar añadido Carrefour Classic' pack de 4 unidades de 125 g.,"1,05 €",0.5 g,37 Kcal,157 KJ,0.1 g,5.1 g,3.9 g
Regaliz de goma sabor fresa y nata Ritmo Vidal 290 g.,"3,65 €",2.3 g,365 Kcal,1548 KJ,0.07 g,84 g,1.9 g
Caldo natural de pescado Aneto sin gluten y sin lactosa pack de 2 briks de 1 l.,"8,69 €",0.4 g,8 Kcal,33 KJ,0.8 g,0.2 g,0.8 g
Schweppes Wild Berry lata 33 cl.,"0,99 €",0.0 g,18 Kcal,79 KJ,0.01 g,4.2 g,0.0 g
Infusión de jengibre con limón en bolsitas Pompadour 20 ud.,"2,75 €",0.1 g,1 Kcal,3 KJ,0.01 g,0.1 g,0.1 g
Sopa de pollo con cabello de angel Knorr 71 g.,"0,78 €",0.5 g,59 Kcal,248 KJ,2 g,11 g,2.3 g
Refresco lima-limón Enjoy botella 2 L,"0,99 €",0 g,14 Kcal,60 KJ,0.02 g,3.5 g,0 g
Snack de zanahoria y maíz desde 10 meses ecológico Hero Solo sin gluten 40 g.,"2,39 €",7.8 g,407 Kcal,1716 KJ,0.13 g,74 g,7.6 g
Café mezcla express monodosis Carrefour 14 unidades de 7 g.,"2,75 €",14.0 g,349.0 Kcal,1442.0 KJ,0.1 g,13.0 g,18.0 g
Bebida de almendra sabor chocolate proteína sin azúcares añadidos Kaiku BeGetal 330 ml.,"2,59 €",3.5 g,61 Kcal,255 KJ,0.17 g,0.7 g,6.2 g
Leche desnatada Central Lechera Asturiana brik 1 l.,"1,14 €",0.05 g,32 Kcal,136 KJ,0.1 g,4.7 g,3.2 g
Fideos instantaneos chinos Soubry 250 g.,"1,91 €",1.5 g,349.0 Kcal,1478.0 KJ,0.96 g,72.0 g,10.5 g
Tostadas integrales Airos sin gluten sin lactosa 225 g.,"5,45 €",12.0 g,419.0 Kcal,1760.0 KJ,1.1 g,71.0 g,3.0 g
Cookies con pepitas de chocolate ecológicas Carrefour Bio 184 g.,"2,95 €",27 g,511 Kcal,2136 KJ,0.75 g,58 g,6.6 g
Cuscús grano mediano Gallo 500 g.,"2,19 €",1.8 g,349 Kcal,1477 KJ,0 g,69 g,12 g
Chocolate negro 70% con naranja y almendra Lindt Excellence 100 g.,"3,49 €",44.1 g,589 Kcal,2445 KJ,0.03 g,36.1 g,7.4 g
Galletas integrales Morenitas Pagesa 250 g.,"3,25 €",17.7 g,462 Kcal,1940 KJ,0.15 g,65.8 g,7.2 g
Pasta Spaghettoni nº 7 Barilla 500 g.,"1,89 €",2 g,359 Kcal,1521 KJ,,70.9 g,12.8 g
